index,date,competitor,name,group,params,price_x,article,url,price_old,price_y,price_personal,discount
0,05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '10-00-0000-27628*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.36 г'}",20990,235978,https://sunlight.net/catalog/earring_235978.html,,20 990 ₽,,['ХИТ-цена']
0,05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '10-00-0000-27628*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.36 г'}",20990,235978,https://sunlight.net/catalog/earring_235978.html,,20 990 ₽,,['ХИТ-цена']
0,05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '10-00-0000-27628*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.36 г'}",20990,235978,https://sunlight.net/catalog/earring_235978.html,,20 990 ₽,,['ХИТ-цена']
1,05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '11-01-0015-40100*', 'Материал изделия': 'Розовое золото', 'Диаметр серег': '15 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.77 г'}",6490,51498,https://sunlight.net/catalog/earring_51498.html,,6 490 ₽,,['ХИТ-цена']
1,05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '11-01-0015-40100*', 'Материал изделия': 'Розовое золото', 'Диаметр серег': '15 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.77 г'}",6490,51498,https://sunlight.net/catalog/earring_51498.html,,6 490 ₽,,['ХИТ-цена']
1,05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '11-01-0015-40100*', 'Материал изделия': 'Розовое золото', 'Диаметр серег': '15 мм', 'Страна производства': 'Россия', 'Вес изделия': '0.77 г'}",6490,51498,https://sunlight.net/catalog/earring_51498.html,,6 490 ₽,,['ХИТ-цена']
2,05.06.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '35-0479-11-00*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.26 г'}",2490,75809,https://sunlight.net/catalog/pendants_75809.html,,2 490 ₽,,['ХИТ-цена']
2,05.06.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '35-0479-11-00*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.26 г'}",2490,75809,https://sunlight.net/catalog/pendants_75809.html,,2 490 ₽,,['ХИТ-цена']
2,05.06.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '35-0479-11-00*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.26 г'}",2490,75809,https://sunlight.net/catalog/pendants_75809.html,,2 490 ₽,,['ХИТ-цена']
3,05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': '00-63-0184-00К*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.21 г'}",1990,993847,https://sunlight.net/catalog/pendants_993847.html,,1 990 ₽,,['ХИТ-цена']
3,05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': '00-63-0184-00К*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.21 г'}",1990,993847,https://sunlight.net/catalog/pendants_993847.html,,1 990 ₽,,['ХИТ-цена']
